,day_of_week,hour,quantities,item_count,food_prep_time_minutes
733,Friday,17.75,9.0,8,27
734,Monday,20.75,2.0,2,9
735,Thursday,18.75,9.0,6,31
736,Tuesday,15.75,3.0,3,9
737,Monday,23.75,8.0,8,15
738,Friday,14.75,7.0,7,13
739,Monday,19.75,9.0,7,28
740,Thursday,11.75,13.0,7,38
741,Friday,15.75,6.0,5,15
742,Saturday,15.75,14.0,9,39
743,Wednesday,17.75,8.0,7,28
744,Thursday,15.75,11.0,9,23
745,Wednesday,23.75,13.0,9,35
746,Tuesday,6.75,1.0,1,8
747,Thursday,19.75,8.0,6,33
748,Thursday,16.75,3.0,3,12
749,Monday,19.75,2.0,2,16
750,Thursday,14.75,12.0,9,17
751,Friday,22.75,2.0,1,24
752,Saturday,11.75,5.0,3,25
753,Wednesday,19.75,10.0,8,43
754,Wednesday,0.75,14.0,9,23
755,Sunday,18.75,16.0,10,46
756,Saturday,20.75,9.0,6,19
757,Sunday,23.75,6.0,6,11
758,Wednesday,12.75,12.0,9,23
759,Wednesday,23.75,4.0,3,13
760,Tuesday,18.75,7.0,4,44
761,Thursday,7.75,10.0,9,21
762,Tuesday,13.75,10.0,8,28
763,Saturday,20.75,7.0,5,26
764,Thursday,12.75,11.0,9,37
765,Thursday,19.75,11.0,10,18
766,Thursday,10.75,13.0,8,39
767,Tuesday,13.75,3.0,3,12
768,Saturday,22.75,4.0,2,32
769,Monday,14.75,3.0,2,24
770,Tuesday,2.75,8.0,6,23
771,Thursday,17.75,14.0,9,33
772,Wednesday,1.75,7.0,4,29
773,Tuesday,10.75,11.0,9,21
774,Friday,20.75,11.0,8,48
775,Friday,12.75,2.0,2,12
776,Friday,23.75,8.0,4,37
777,Saturday,9.75,2.0,2,11
778,Tuesday,18.75,10.0,6,43
779,Tuesday,19.75,3.0,2,31
780,Thursday,18.75,4.0,4,11
781,Saturday,14.75,11.0,9,29
782,Thursday,19.75,13.0,7,35
783,Friday,23.75,9.0,9,14
784,Saturday,12.75,7.0,6,17
785,Thursday,9.75,7.0,7,13
786,Monday,21.75,15.0,10,28
787,Wednesday,22.75,9.0,6,27
788,Sunday,18.75,18.0,10,45
789,Monday,14.75,6.0,4,19
790,Wednesday,1.75,13.0,9,27
791,Wednesday,10.75,3.0,1,38
792,Friday,13.75,11.0,6,32
793,Tuesday,4.75,1.0,1,12
794,Saturday,23.75,2.0,2,14
795,Friday,11.75,3.0,3,14
796,Friday,7.75,5.0,4,15
797,Sunday,23.75,12.0,8,37
798,Saturday,20.75,4.0,3,32
799,Thursday,22.75,8.0,5,38
800,Wednesday,20.75,11.0,6,39
801,Thursday,18.75,5.0,2,41
802,Tuesday,22.75,11.0,7,20
803,Wednesday,15.75,5.0,3,41
804,Saturday,22.75,5.0,4,27
805,Friday,18.75,7.0,5,18
806,Thursday,19.75,2.0,1,29
807,Friday,19.75,4.0,4,8
808,Wednesday,12.75,2.0,2,13
809,Monday,7.75,7.0,3,36
810,Thursday,11.75,13.0,10,20
811,Wednesday,10.75,7.0,5,26
812,Wednesday,19.75,12.0,8,34
813,Monday,19.75,11.0,6,40
814,Tuesday,12.75,7.0,6,27
815,Monday,10.75,4.0,4,14
816,Friday,23.75,13.0,10,20
817,Thursday,9.75,4.0,2,25
818,Wednesday,1.75,5.0,5,13
819,Thursday,16.75,12.0,7,29
820,Thursday,6.75,2.0,1,8
821,Tuesday,23.75,7.0,7,14
822,Tuesday,20.75,17.0,10,46
823,Friday,15.75,17.0,10,37
824,Tuesday,19.75,2.0,2,12
825,Tuesday,2.75,8.0,7,26
826,Saturday,11.75,1.0,1,10
827,Friday,20.75,7.0,7,16
828,Sunday,21.75,12.0,9,27
829,Friday,3.75,3.0,3,10
830,Sunday,8.75,15.0,8,37
831,Thursday,18.75,7.0,5,38
832,Thursday,8.75,9.0,8,16
833,Friday,18.75,8.0,7,18
834,Friday,20.75,4.0,4,18
835,Friday,19.75,6.0,4,45
836,Thursday,6.75,5.0,5,13
837,Thursday,7.75,9.0,7,27
838,Friday,19.75,3.0,2,21
839,Thursday,11.75,7.0,5,38
840,Thursday,18.75,1.0,1,15
841,Tuesday,16.75,16.0,8,40
842,Saturday,23.75,9.0,9,13
843,Tuesday,15.75,8.0,6,37
844,Friday,6.75,3.0,3,10
845,Saturday,18.75,13.0,10,31
846,Thursday,10.75,6.0,4,36
847,Friday,17.75,8.0,4,40
848,Sunday,18.75,11.0,7,30
849,Saturday,13.75,6.0,4,24
850,Wednesday,22.75,7.0,6,20
851,Thursday,18.75,10.0,7,20
852,Tuesday,12.75,5.0,3,42
853,Friday,20.75,4.0,2,26
854,Thursday,18.75,11.0,8,27
855,Thursday,18.75,11.0,9,33
856,Saturday,21.75,5.0,3,32
857,Friday,11.75,10.0,10,12
858,Thursday,18.75,6.0,5,25
859,Tuesday,23.75,9.0,9,12
860,Thursday,16.75,9.0,8,25
861,Tuesday,14.75,7.0,6,16
862,Thursday,6.75,3.0,3,13
863,Thursday,10.75,4.0,3,25
864,Thursday,15.75,3.0,1,27
865,Wednesday,12.75,2.0,1,26
866,Friday,13.75,16.0,10,33
867,Tuesday,15.75,9.0,6,23
868,Monday,12.75,7.0,6,28
869,Friday,16.75,6.0,6,16
870,Thursday,13.75,12.0,9,27
871,Sunday,10.75,5.0,4,24
872,Thursday,16.75,1.0,1,8
873,Saturday,19.75,12.0,7,32
874,Wednesday,10.75,6.0,3,38
875,Thursday,8.75,11.0,8,24
876,Friday,22.75,14.0,10,33
877,Saturday,17.75,15.0,9,34
878,Thursday,12.75,11.0,6,38
879,Thursday,20.75,5.0,4,16
880,Friday,12.75,5.0,3,31
881,Friday,18.75,4.0,3,16
882,Monday,20.75,3.0,3,13
883,Friday,13.75,3.0,3,14
884,Wednesday,19.75,14.0,10,41
885,Thursday,15.75,8.0,7,27
886,Wednesday,8.75,14.0,8,37
887,Friday,6.75,3.0,3,12
888,Friday,18.75,8.0,4,41
889,Friday,12.75,21.0,9,45
890,Thursday,16.75,8.0,6,26
891,Friday,18.75,6.0,3,41
892,Sunday,10.75,2.0,1,20
893,Tuesday,23.75,2.0,1,12
894,Wednesday,22.75,13.0,6,36
895,Monday,15.75,12.0,10,40
896,Sunday,14.75,12.0,8,31
897,Wednesday,15.75,6.0,6,12
898,Sunday,23.75,12.0,6,37
899,Sunday,23.75,11.0,9,45
900,Wednesday,13.75,6.0,6,11
901,Thursday,1.75,1.0,1,12
902,Tuesday,9.75,7.0,6,20
903,Monday,12.75,16.0,10,44
904,Saturday,23.75,8.0,6,35
905,Friday,22.75,10.0,10,16
906,Thursday,12.75,10.0,8,39
907,Monday,23.75,12.0,7,33
908,Monday,12.75,7.0,5,26
909,Sunday,17.75,1.0,1,14
910,Saturday,12.75,3.0,3,13
911,Thursday,17.75,7.0,5,41
912,Friday,19.75,11.0,8,22
913,Thursday,15.75,8.0,5,41
914,Saturday,21.75,12.0,10,25
915,Friday,14.75,12.0,9,27
916,Saturday,22.75,7.0,5,41
917,Friday,10.75,6.0,3,18
918,Wednesday,14.75,11.0,9,27
919,Wednesday,14.75,8.0,6,45
920,Thursday,8.75,12.0,9,37
921,Wednesday,22.75,1.0,1,12
922,Saturday,0.75,3.0,1,18
923,Wednesday,19.75,14.0,9,28
924,Wednesday,18.75,9.0,7,19
925,Friday,17.75,10.0,6,41
926,Thursday,9.75,3.0,3,13
927,Monday,14.75,10.0,7,42
928,Friday,8.75,6.0,4,20
929,Monday,13.75,1.0,1,9
930,Thursday,14.75,5.0,3,41
931,Thursday,11.75,10.0,6,38
932,Thursday,9.75,8.0,6,32
933,Friday,20.75,8.0,8,15
934,Thursday,18.75,9.0,7,26
935,Monday,18.75,11.0,7,33
936,Saturday,8.75,2.0,2,10
937,Friday,6.75,17.0,10,31
938,Monday,0.75,3.0,3,9
939,Wednesday,12.75,15.0,9,26
940,Tuesday,18.75,11.0,9,35
941,Saturday,10.75,8.0,6,21
942,Tuesday,20.75,9.0,7,28
943,Friday,3.75,8.0,6,16
944,Thursday,21.75,15.0,8,40
945,Thursday,0.75,7.0,6,21
946,Tuesday,20.75,2.0,2,9
947,Tuesday,14.75,11.0,10,18
948,Friday,19.75,13.0,8,31
949,Monday,19.75,15.0,9,24
950,Thursday,19.75,13.0,7,46
951,Friday,1.75,1.0,1,7
952,Wednesday,21.75,7.0,4,19
953,Wednesday,21.75,11.0,10,22
954,Sunday,21.75,1.0,1,6
955,Thursday,15.75,2.0,2,7
956,Tuesday,21.75,5.0,4,15
957,Saturday,8.75,1.0,1,11
958,Wednesday,16.75,2.0,1,12
959,Friday,18.75,13.0,9,45
960,Thursday,17.75,4.0,3,16
961,Friday,21.75,5.0,3,37
962,Friday,21.75,5.0,4,25
963,Friday,23.75,3.0,3,11
964,Thursday,14.75,6.0,4,21
965,Thursday,15.75,5.0,4,14
966,Wednesday,18.75,1.0,1,14
967,Wednesday,16.75,2.0,2,11
968,Thursday,10.75,13.0,7,35
969,Friday,19.75,3.0,1,49
970,Wednesday,19.75,17.0,9,46
971,Thursday,12.75,2.0,1,17
972,Monday,0.75,7.0,7,10
973,Wednesday,23.75,1.0,1,12
974,Tuesday,20.75,7.0,4,31
975,Wednesday,8.75,6.0,5,15
976,Saturday,19.75,17.0,9,30
977,Thursday,13.75,1.0,1,8
978,Friday,18.75,5.0,4,16
979,Wednesday,23.75,7.0,5,21
980,Friday,18.75,8.0,5,32
981,Wednesday,14.75,19.0,9,38
982,Monday,7.75,6.0,4,23
983,Friday,14.75,8.0,6,38
984,Thursday,17.75,1.0,1,6
985,Thursday,16.75,6.0,5,19
986,Monday,15.75,13.0,10,31
987,Thursday,16.75,11.0,9,44
988,Saturday,0.75,10.0,10,13
989,Tuesday,6.75,3.0,1,21
990,Friday,19.75,7.0,6,31
991,Tuesday,19.75,11.0,7,45
992,Friday,10.75,3.0,1,27
993,Wednesday,7.75,12.0,10,23
994,Thursday,2.75,9.0,5,29
995,Saturday,20.75,2.0,2,16
996,Saturday,16.75,11.0,10,22
997,Sunday,20.75,8.0,7,15
998,Monday,16.75,10.0,10,14
999,Thursday,23.75,3.0,3,13
1000,Sunday,19.75,15.0,10,45
1001,Wednesday,6.75,9.0,5,24
1002,Friday,14.75,2.0,2,8
1003,Sunday,2.75,5.0,4,19
1004,Thursday,9.75,5.0,2,20
1005,Monday,17.75,10.0,10,15
1006,Thursday,20.75,14.0,10,40
1007,Wednesday,7.75,6.0,3,27
1008,Wednesday,9.75,12.0,9,32
1009,Thursday,21.75,9.0,8,28
1010,Wednesday,19.75,1.0,1,10
1011,Tuesday,0.75,5.0,3,21
1012,Thursday,14.75,4.0,4,11
1013,Thursday,18.75,9.0,8,16
1014,Tuesday,12.75,4.0,4,15
1015,Saturday,18.75,5.0,5,13
1016,Thursday,12.75,9.0,7,24
1017,Tuesday,6.75,3.0,3,13
1018,Thursday,21.75,8.0,5,26
1019,Friday,7.75,11.0,7,20
1020,Saturday,9.75,12.0,10,17
1021,Tuesday,14.75,7.0,6,26
1022,Sunday,18.75,5.0,5,15
1023,Wednesday,19.75,8.0,5,18
1024,Sunday,21.75,14.0,9,37
1025,Friday,21.75,10.0,8,36
1026,Thursday,9.75,4.0,4,12
1027,Monday,18.75,2.0,1,22
1028,Thursday,19.75,3.0,3,14
1029,Thursday,15.75,14.0,10,37
1030,Friday,20.75,1.0,1,9
1031,Wednesday,4.75,14.0,9,36
1032,Thursday,6.75,3.0,2,19
1033,Thursday,21.75,2.0,2,14
1034,Friday,20.75,3.0,3,16
1035,Saturday,13.75,6.0,6,15
1036,Wednesday,18.75,13.0,8,41
1037,Monday,21.75,3.0,2,15
1038,Monday,17.75,14.0,7,41
1039,Saturday,19.75,13.0,10,29
1040,Thursday,18.75,2.0,2,17
1041,Sunday,12.75,6.0,3,27
1042,Sunday,6.75,13.0,10,22
1043,Thursday,23.75,13.0,9,26
1044,Monday,14.75,16.0,9,45
1045,Thursday,14.75,9.0,8,24
1046,Wednesday,11.75,14.0,9,38
1047,Wednesday,11.75,5.0,4,12
1048,Wednesday,10.75,11.0,7,22
1049,Thursday,12.75,17.0,10,44
1050,Friday,23.75,10.0,8,18
1051,Wednesday,19.75,4.0,4,16
1052,Saturday,18.75,1.0,1,9
1053,Sunday,12.75,15.0,9,39
1054,Thursday,21.75,10.0,7,38
1055,Monday,14.75,15.0,9,41
1056,Friday,20.75,8.0,6,28
1057,Tuesday,23.75,3.0,1,31
1058,Sunday,2.75,5.0,5,12
1059,Thursday,20.75,6.0,4,44
1060,Sunday,15.75,1.0,1,14
1061,Friday,23.75,16.0,10,41
1062,Thursday,18.75,4.0,3,23
1063,Friday,20.75,15.0,10,37
1064,Friday,10.75,10.0,8,22
1065,Friday,19.75,7.0,3,28
1066,Tuesday,0.75,10.0,8,26
1067,Thursday,4.75,21.0,10,35
1068,Sunday,4.75,9.0,5,34
1069,Wednesday,17.75,6.0,5,23
1070,Wednesday,7.75,4.0,2,22
1071,Saturday,6.75,5.0,5,12
1072,Friday,16.75,11.0,10,24
1073,Saturday,18.75,1.0,1,12
1074,Monday,19.75,6.0,3,23
1075,Wednesday,13.75,13.0,10,32
1076,Wednesday,14.75,7.0,6,16
1077,Monday,0.75,13.0,10,24
1078,Wednesday,11.75,16.0,10,37
1079,Wednesday,20.75,11.0,8,46
1080,Wednesday,13.75,14.0,10,45
1081,Sunday,18.75,2.0,2,12
1082,Thursday,1.75,7.0,6,13
1083,Tuesday,11.75,14.0,9,41
1084,Wednesday,18.75,10.0,8,23
1085,Friday,12.75,11.0,6,43
1086,Friday,20.75,6.0,6,14
1087,Saturday,15.75,1.0,1,13
1088,Saturday,9.75,2.0,2,12
1089,Wednesday,10.75,3.0,1,21
1090,Thursday,18.75,5.0,3,41
1091,Wednesday,8.75,5.0,5,14
1092,Tuesday,8.75,12.0,9,36
1093,Tuesday,20.75,13.0,9,30
1094,Monday,15.75,8.0,6,37
1095,Thursday,20.75,6.0,5,24
1096,Thursday,4.75,10.0,6,22
1097,Monday,14.75,12.0,10,28
1098,Friday,3.75,15.0,8,37
1099,Thursday,20.75,6.0,4,37
1100,Sunday,18.75,5.0,3,45
1101,Wednesday,19.75,1.0,1,11
1102,Wednesday,5.75,4.0,4,12
1103,Monday,0.75,15.0,10,22
1104,Wednesday,12.75,10.0,9,15
1105,Friday,18.75,16.0,10,42
1106,Thursday,14.75,16.0,10,34
1107,Wednesday,7.75,2.0,2,11
1108,Thursday,13.75,19.0,10,30
1109,Monday,16.75,9.0,6,25
1110,Friday,16.75,1.0,1,7
1111,Tuesday,11.75,15.0,10,25
1112,Friday,17.75,9.0,7,23
1113,Friday,14.75,4.0,4,13
1114,Friday,7.75,1.0,1,9
1115,Wednesday,19.75,2.0,2,9
1116,Monday,12.75,11.0,8,41
1117,Sunday,10.75,8.0,7,23
1118,Friday,12.75,13.0,10,41
1119,Monday,11.75,9.0,5,40
1120,Monday,17.75,4.0,3,14
1121,Thursday,22.75,8.0,8,15
1122,Monday,15.75,11.0,9,21
1123,Wednesday,9.75,16.0,10,26
1124,Saturday,23.75,8.0,7,23
1125,Friday,22.75,3.0,3,10
1126,Wednesday,6.75,3.0,1,35
1127,Monday,15.75,10.0,7,43
1128,Tuesday,21.75,3.0,3,12
1129,Tuesday,15.75,7.0,5,24
1130,Sunday,14.75,16.0,10,41
1131,Thursday,16.75,5.0,4,28
1132,Thursday,20.75,15.0,10,42
1133,Thursday,6.75,4.0,4,14
1134,Tuesday,14.75,8.0,5,26
1135,Saturday,11.75,9.0,8,24
1136,Tuesday,20.75,7.0,4,21
1137,Friday,3.75,3.0,1,20
1138,Monday,11.75,6.0,6,8
1139,Wednesday,4.75,4.0,2,17
1140,Wednesday,0.75,8.0,7,18
1141,Sunday,13.75,5.0,3,26
1142,Tuesday,3.75,15.0,9,26
1143,Saturday,8.75,6.0,4,20
1144,Tuesday,6.75,2.0,2,10
1145,Friday,0.75,8.0,6,37
1146,Friday,18.75,17.0,10,47
1147,Saturday,22.75,17.0,10,38
1148,Thursday,4.75,11.0,8,23
1149,Saturday,8.75,5.0,3,25
1150,Thursday,13.75,7.0,5,22
1151,Wednesday,8.75,9.0,7,20
1152,Saturday,14.75,4.0,4,14
1153,Friday,5.75,3.0,2,12
1154,Thursday,19.75,10.0,8,42
1155,Thursday,20.75,5.0,5,14
1156,Thursday,0.75,7.0,5,25
1157,Saturday,18.75,2.0,2,14
1158,Friday,18.75,12.0,7,37
1159,Thursday,21.75,1.0,1,12
1160,Thursday,17.75,3.0,3,13
1161,Thursday,18.75,12.0,7,43
1162,Sunday,8.75,4.0,4,13
1163,Thursday,18.75,12.0,9,29
1164,Friday,18.75,17.0,10,27
1165,Friday,22.75,11.0,6,30
1166,Friday,23.75,6.0,3,37
1167,Wednesday,10.75,10.0,7,17
1168,Thursday,12.75,6.0,4,24
1169,Thursday,1.75,9.0,8,18
1170,Saturday,4.75,1.0,1,11
1171,Friday,18.75,8.0,5,26
1172,Monday,23.75,16.0,10,22
1173,Wednesday,11.75,12.0,7,15
1174,Saturday,13.75,1.0,1,10
1175,Tuesday,14.75,8.0,8,12
1176,Friday,2.75,16.0,10,33
1177,Friday,16.75,2.0,1,16
1178,Saturday,0.75,14.0,8,38
1179,Sunday,3.75,11.0,10,23
1180,Thursday,23.75,12.0,9,24
1181,Thursday,18.75,15.0,10,38
1182,Monday,10.75,4.0,4,11
1183,Sunday,23.75,3.0,1,19
1184,Tuesday,20.75,7.0,3,44
1185,Friday,22.75,13.0,10,38
1186,Thursday,17.75,5.0,5,13
1187,Monday,21.75,4.0,4,10
1188,Friday,17.75,8.0,7,27
1189,Tuesday,21.75,8.0,8,15
1190,Friday,9.75,7.0,6,20
1191,Thursday,18.75,16.0,10,41
1192,Saturday,0.75,7.0,6,12
1193,Thursday,19.75,6.0,4,45
1194,Saturday,11.75,9.0,9,14
1195,Tuesday,17.75,7.0,4,30
1196,Friday,8.75,10.0,6,33
1197,Sunday,14.75,13.0,9,23
1198,Tuesday,11.75,3.0,3,11
1199,Friday,13.75,5.0,3,34
1200,Friday,20.75,2.0,2,7
1201,Wednesday,19.75,3.0,3,14
1202,Monday,15.75,19.0,9,44
1203,Friday,9.75,14.0,9,31
1204,Thursday,8.75,8.0,4,20
1205,Saturday,11.75,13.0,9,42
1206,Friday,13.75,10.0,7,26
1207,Wednesday,18.75,13.0,9,27
1208,Friday,15.75,8.0,6,19
1209,Thursday,8.75,14.0,10,24
1210,Tuesday,13.75,3.0,1,20
1211,Friday,19.75,7.0,5,33
1212,Friday,21.75,12.0,6,24
1213,Thursday,17.75,1.0,1,16
1214,Monday,21.75,5.0,3,32
1215,Friday,8.75,11.0,9,13
1216,Saturday,12.75,12.0,9,28
1217,Monday,20.75,5.0,4,32
1218,Tuesday,22.75,9.0,5,39
1219,Wednesday,14.75,4.0,2,30
1220,Thursday,12.75,2.0,2,11
1221,Friday,15.75,6.0,4,19
1222,Thursday,5.75,14.0,10,23
1223,Thursday,0.75,12.0,9,37
1224,Thursday,22.75,10.0,8,28
1225,Friday,15.75,9.0,7,26
1226,Thursday,6.75,2.0,2,5
1227,Saturday,2.75,8.0,6,39
1228,Tuesday,19.75,12.0,8,47
1229,Wednesday,16.75,4.0,4,14
1230,Tuesday,10.75,10.0,6,35
1231,Wednesday,18.75,2.0,2,17
1232,Thursday,20.75,14.0,10,25
1233,Thursday,22.75,7.0,6,21
1234,Thursday,21.75,16.0,10,40
1235,Sunday,11.75,1.0,1,11
1236,Monday,17.75,7.0,5,28
1237,Tuesday,22.75,4.0,4,13
1238,Thursday,15.75,7.0,7,13
1239,Thursday,1.75,7.0,7,11
1240,Saturday,20.75,8.0,5,31
1241,Friday,18.75,9.0,7,45
1242,Thursday,22.75,9.0,3,43
1243,Monday,18.75,15.0,8,46
1244,Wednesday,13.75,8.0,5,38
1245,Thursday,12.75,15.0,9,41
1246,Thursday,14.75,7.0,7,12
1247,Wednesday,19.75,11.0,9,24
1248,Tuesday,16.75,4.0,3,28
1249,Monday,17.75,7.0,4,22
1250,Thursday,12.75,3.0,3,15
1251,Thursday,16.75,9.0,6,27
1252,Thursday,18.75,16.0,9,44
1253,Wednesday,19.75,14.0,10,33
1254,Saturday,13.75,13.0,9,29
1255,Saturday,18.75,5.0,3,38
1256,Friday,5.75,12.0,9,26
1257,Monday,11.75,14.0,8,36
1258,Friday,18.75,4.0,4,18
1259,Saturday,19.75,4.0,2,41
1260,Thursday,1.75,10.0,9,15
1261,Sunday,18.75,2.0,2,18
1262,Friday,15.75,2.0,1,30
1263,Wednesday,16.75,10.0,7,23
1264,Monday,9.75,14.0,10,21
1265,Thursday,15.75,14.0,9,34
1266,Friday,20.75,2.0,2,7
1267,Thursday,22.75,4.0,4,13
1268,Thursday,9.75,4.0,4,13
1269,Friday,15.75,8.0,6,29
1270,Saturday,19.75,3.0,2,20
1271,Friday,11.75,4.0,2,22
1272,Friday,0.75,2.0,2,12
1273,Friday,16.75,11.0,10,24
1274,Sunday,16.75,13.0,7,37
1275,Saturday,23.75,10.0,10,12
1276,Sunday,18.75,12.0,9,40
1277,Monday,20.75,7.0,6,19
1278,Saturday,13.75,3.0,3,10
1279,Thursday,7.75,15.0,8,37
1280,Thursday,2.75,12.0,8,22
1281,Friday,20.75,13.0,9,33
1282,Wednesday,15.75,6.0,5,25
1283,Wednesday,2.75,12.0,9,26
1284,Tuesday,6.75,17.0,8,37
1285,Saturday,17.75,1.0,1,7
1286,Wednesday,20.75,1.0,1,8
1287,Friday,17.75,12.0,7,30
1288,Friday,19.75,12.0,8,46
1289,Thursday,19.75,5.0,5,15
1290,Tuesday,12.75,3.0,3,13
1291,Saturday,23.75,3.0,3,13
1292,Friday,20.75,9.0,6,33
1293,Saturday,21.75,11.0,10,14
1294,Monday,19.75,11.0,7,42
1295,Saturday,14.75,2.0,1,24
1296,Wednesday,14.75,18.0,10,45
1297,Thursday,2.75,17.0,9,35
1298,Tuesday,15.75,13.0,9,27
1299,Thursday,18.75,12.0,9,39
1300,Sunday,18.75,6.0,3,24
1301,Saturday,18.75,18.0,9,40
1302,Thursday,1.75,1.0,1,5
1303,Tuesday,23.75,10.0,10,11
1304,Friday,10.75,10.0,6,34
1305,Sunday,17.75,14.0,10,41
1306,Monday,15.75,11.0,6,26
1307,Thursday,13.75,6.0,5,26
1308,Saturday,17.75,10.0,6,41
1309,Sunday,9.75,1.0,1,8
1310,Friday,19.75,8.0,4,49
1311,Wednesday,19.75,9.0,6,30
1312,Wednesday,20.75,11.0,8,31
1313,Sunday,19.75,1.0,1,4
1314,Wednesday,20.75,2.0,2,17
1315,Saturday,15.75,16.0,7,42
1316,Tuesday,8.75,3.0,3,12
1317,Tuesday,12.75,11.0,8,30
1318,Friday,15.75,4.0,3,13
1319,Thursday,14.75,11.0,9,38
1320,Tuesday,20.75,7.0,6,16
1321,Tuesday,7.75,8.0,8,14
1322,Tuesday,22.75,5.0,4,29
1323,Monday,13.75,2.0,1,25
1324,Friday,6.75,5.0,3,31
1325,Wednesday,12.75,9.0,7,20
1326,Tuesday,23.75,6.0,4,18
1327,Thursday,12.75,9.0,8,29
1328,Wednesday,22.75,13.0,10,29
1329,Thursday,10.75,4.0,4,12
1330,Friday,19.75,1.0,1,16
1331,Wednesday,19.75,12.0,8,37
1332,Thursday,19.75,2.0,1,16
1333,Friday,12.75,8.0,5,27
1334,Thursday,17.75,3.0,1,20
1335,Friday,7.75,8.0,6,30
1336,Thursday,18.75,3.0,1,39
1337,Friday,21.75,13.0,7,35
1338,Thursday,14.75,3.0,3,9
1339,Wednesday,12.75,3.0,2,26
1340,Friday,23.75,5.0,3,23
1341,Saturday,22.75,1.0,1,9
1342,Wednesday,18.75,10.0,9,17
1343,Wednesday,15.75,5.0,3,20
1344,Wednesday,18.75,5.0,4,18
1345,Monday,9.75,4.0,2,26
1346,Tuesday,19.75,10.0,6,33
1347,Saturday,13.75,11.0,8,27
1348,Monday,15.75,5.0,5,12
1349,Friday,15.75,2.0,2,7
1350,Friday,17.75,2.0,2,11
1351,Thursday,0.75,18.0,9,41
1352,Monday,19.75,9.0,8,12
1353,Wednesday,23.75,11.0,6,38
1354,Tuesday,9.75,11.0,7,33
1355,Wednesday,20.75,11.0,9,41
1356,Friday,23.75,10.0,8,15
1357,Sunday,16.75,7.0,5,40
1358,Friday,0.75,5.0,4,9
1359,Sunday,9.75,6.0,4,42
1360,Wednesday,12.75,7.0,6,16
1361,Wednesday,22.75,5.0,3,22
1362,Thursday,14.75,4.0,3,17
1363,Thursday,14.75,5.0,4,26
1364,Friday,14.75,10.0,5,42
1365,Sunday,15.75,14.0,9,28
1366,Thursday,13.75,2.0,2,5
1367,Thursday,8.75,6.0,6,14
1368,Monday,19.75,2.0,2,8
1369,Saturday,13.75,7.0,5,45
1370,Wednesday,17.75,13.0,9,21
1371,Thursday,13.75,4.0,3,12
1372,Friday,16.75,4.0,2,42
1373,Thursday,22.75,2.0,2,13
1374,Friday,20.75,5.0,3,42
1375,Friday,5.75,6.0,3,36
1376,Monday,0.75,2.0,2,11
1377,Wednesday,9.75,4.0,4,11
1378,Wednesday,22.75,11.0,7,27
1379,Saturday,0.75,3.0,3,13
1380,Tuesday,2.75,7.0,5,41
1381,Thursday,11.75,14.0,8,39
1382,Tuesday,10.75,6.0,5,25
1383,Tuesday,16.75,9.0,8,17
1384,Saturday,17.75,9.0,7,29
1385,Thursday,16.75,10.0,8,37
1386,Wednesday,16.75,12.0,9,41
1387,Friday,17.75,5.0,5,11
1388,Thursday,19.75,9.0,4,38
1389,Thursday,2.75,6.0,6,12
1390,Wednesday,21.75,13.0,7,40
1391,Saturday,11.75,9.0,9,11
1392,Thursday,19.75,9.0,7,40
1393,Saturday,21.75,5.0,2,23
1394,Tuesday,10.75,2.0,2,6
1395,Sunday,13.75,4.0,3,28
1396,Friday,13.75,5.0,2,21
1397,Wednesday,15.75,4.0,4,10
1398,Thursday,21.75,5.0,5,12
1399,Tuesday,20.75,6.0,4,45
1400,Monday,4.75,15.0,10,20
1401,Tuesday,20.75,3.0,3,15
1402,Wednesday,11.75,12.0,6,24
1403,Sunday,6.75,9.0,6,28
1404,Saturday,11.75,12.0,8,23
1405,Thursday,23.75,4.0,4,13
1406,Wednesday,15.75,10.0,8,24
1407,Tuesday,20.75,1.0,1,12
1408,Saturday,12.75,6.0,5,18
1409,Wednesday,18.75,1.0,1,13
1410,Wednesday,12.75,1.0,1,8
1411,Sunday,21.75,3.0,3,11
1412,Friday,22.75,1.0,1,9
1413,Friday,15.75,17.0,9,43
1414,Friday,12.75,13.0,10,40
1415,Tuesday,19.75,7.0,5,46
1416,Wednesday,22.75,3.0,2,27
1417,Wednesday,22.75,8.0,8,12
1418,Friday,20.75,6.0,4,18
1419,Sunday,20.75,12.0,8,41
1420,Thursday,12.75,2.0,2,11
1421,Thursday,19.75,6.0,5,16
1422,Friday,19.75,6.0,3,37
1423,Monday,19.75,7.0,6,27
1424,Friday,9.75,11.0,9,19
1425,Thursday,3.75,5.0,5,13
1426,Saturday,17.75,9.0,7,28
1427,Sunday,18.75,13.0,9,30
1428,Saturday,14.75,9.0,7,23
1429,Saturday,7.75,7.0,5,27
1430,Saturday,18.75,11.0,8,31
1431,Saturday,19.75,13.0,10,28
1432,Friday,5.75,3.0,1,34
1433,Thursday,16.75,1.0,1,8
1434,Thursday,21.75,8.0,6,30
1435,Tuesday,13.75,2.0,2,12
1436,Sunday,19.75,7.0,3,41
1437,Thursday,10.75,14.0,10,27
1438,Friday,7.75,3.0,3,13
1439,Friday,15.75,6.0,4,23
1440,Saturday,20.75,2.0,1,18
1441,Thursday,14.75,7.0,4,45
1442,Saturday,19.75,9.0,5,45
1443,Thursday,18.75,8.0,8,18
1444,Thursday,18.75,4.0,2,22
